Date,Open,High,Low,Close
11/19/2020,"3,559.41","3,585.22","3,543.84","3,581.87"
11/18/2020,"3,612.09","3,619.09","3,567.33","3,567.79"
11/17/2020,"3,610.31","3,623.11","3,588.68","3,609.53"
11/16/2020,"3,600.16","3,628.51","3,600.16","3,626.91"
11/13/2020,"3,552.57","3,593.66","3,552.57","3,585.15"
11/12/2020,"3,562.67","3,569.02","3,518.58","3,537.01"
11/11/2020,"3,563.22","3,581.16","3,557.00","3,572.66"
11/10/2020,"3,543.26","3,557.22","3,511.91","3,545.53"
11/9/2020,"3,583.04","3,645.99","3,547.48","3,550.50"
11/6/2020,"3,508.34","3,521.58","3,484.34","3,509.44"
11/5/2020,"3,485.74","3,529.05","3,485.74","3,510.45"
11/4/2020,"3,406.46","3,486.25","3,405.17","3,443.44"
11/3/2020,"3,336.25","3,389.49","3,336.25","3,369.16"
11/2/2020,"3,296.20","3,330.14","3,279.74","3,310.24"
10/30/2020,"3,293.59","3,304.93","3,233.94","3,269.96"
10/29/2020,"3,277.17","3,341.05","3,259.82","3,310.11"
10/28/2020,"3,342.48","3,342.48","3,268.89","3,271.03"
10/27/2020,"3,403.15","3,409.51","3,388.71","3,390.68"
10/26/2020,"3,441.42","3,441.42","3,364.86","3,400.97"
10/23/2020,"3,464.90","3,466.46","3,440.45","3,465.39"
10/22/2020,"3,438.50","3,460.53","3,415.34","3,453.49"
10/21/2020,"3,439.91","3,464.86","3,433.06","3,435.56"
10/20/2020,"3,439.38","3,476.93","3,435.65","3,443.12"
10/19/2020,"3,493.66","3,502.42","3,419.93","3,426.92"
10/16/2020,"3,493.50","3,515.76","3,480.45","3,483.81"
10/15/2020,"3,453.72","3,489.08","3,440.89","3,483.34"
10/14/2020,"3,515.47","3,527.94","3,480.55","3,488.67"
10/13/2020,"3,534.01","3,534.01","3,500.86","3,511.93"
10/12/2020,"3,500.02","3,549.85","3,499.61","3,534.22"
10/9/2020,"3,459.67","3,482.34","3,458.07","3,477.13"
10/8/2020,"3,434.28","3,447.28","3,428.15","3,446.83"
10/7/2020,"3,384.56","3,426.26","3,384.56","3,419.45"
10/6/2020,"3,408.74","3,431.56","3,354.54","3,360.95"
10/5/2020,"3,367.27","3,409.57","3,367.27","3,408.63"
10/2/2020,"3,338.94","3,369.10","3,323.69","3,348.44"
10/1/2020,"3,385.87","3,397.18","3,361.39","3,380.80"
9/30/2020,"3,341.21","3,393.56","3,340.47","3,363.00"
9/29/2020,"3,350.92","3,357.92","3,327.54","3,335.47"
9/28/2020,"3,333.90","3,360.74","3,332.91","3,351.60"
9/25/2020,"3,236.66","3,306.88","3,228.44","3,298.46"
9/24/2020,"3,226.14","3,278.70","3,209.45","3,246.59"
9/23/2020,"3,320.11","3,323.35","3,232.57","3,236.92"
9/22/2020,"3,295.75","3,320.31","3,270.95","3,315.57"
9/21/2020,"3,285.57","3,285.57","3,229.10","3,281.06"
9/18/2020,"3,357.38","3,362.27","3,292.40","3,319.47"
9/17/2020,"3,346.86","3,375.17","3,328.82","3,357.01"
9/16/2020,"3,411.23","3,428.92","3,384.45","3,385.49"
9/15/2020,"3,407.73","3,419.48","3,389.25","3,401.20"
9/14/2020,"3,363.56","3,402.93","3,363.56","3,383.54"
9/11/2020,"3,352.70","3,368.95","3,310.47","3,340.97"
9/10/2020,"3,412.56","3,425.55","3,329.25","3,339.19"
9/9/2020,"3,369.82","3,424.77","3,366.84","3,398.96"
9/8/2020,"3,371.88","3,379.97","3,329.27","3,331.84"
9/4/2020,"3,453.60","3,479.15","3,349.63","3,426.96"
9/3/2020,"3,564.74","3,564.85","3,427.41","3,455.06"
9/2/2020,"3,543.76","3,588.11","3,535.23","3,580.84"
9/1/2020,"3,507.44","3,528.03","3,494.60","3,526.65"
8/31/2020,"3,509.73","3,514.77","3,493.25","3,500.31"
8/28/2020,"3,494.69","3,509.23","3,484.32","3,508.01"
8/27/2020,"3,485.14","3,501.38","3,468.35","3,484.55"
8/26/2020,"3,449.97","3,481.07","3,444.15","3,478.73"
8/25/2020,"3,435.95","3,444.21","3,425.84","3,443.62"
8/24/2020,"3,418.09","3,432.09","3,413.13","3,431.28"
8/21/2020,"3,386.01","3,399.96","3,379.31","3,397.16"
8/20/2020,"3,360.48","3,390.80","3,354.69","3,385.51"
8/19/2020,"3,392.51","3,399.54","3,369.66","3,374.85"
8/18/2020,"3,387.04","3,395.06","3,370.15","3,389.78"
8/17/2020,"3,380.86","3,387.59","3,379.22","3,381.99"
8/14/2020,"3,368.66","3,378.51","3,361.64","3,372.85"
8/13/2020,"3,372.95","3,387.24","3,363.35","3,373.43"
8/12/2020,"3,355.46","3,387.89","3,355.46","3,380.35"
8/11/2020,"3,370.34","3,381.01","3,326.44","3,333.69"
8/10/2020,"3,356.04","3,363.29","3,335.44","3,360.47"
8/7/2020,"3,340.05","3,352.54","3,328.72","3,351.28"
8/6/2020,"3,323.17","3,351.03","3,318.14","3,349.16"
8/5/2020,"3,317.37","3,330.77","3,317.37","3,327.77"
8/4/2020,"3,289.92","3,306.84","3,286.37","3,306.51"
8/3/2020,"3,288.26","3,302.73","3,284.53","3,294.61"
7/31/2020,"3,270.45","3,272.17","3,220.26","3,271.12"
7/30/2020,"3,231.76","3,250.92","3,204.13","3,246.22"
7/29/2020,"3,227.22","3,264.74","3,227.22","3,258.44"
7/28/2020,"3,234.27","3,243.72","3,216.17","3,218.44"
7/27/2020,"3,219.84","3,241.43","3,214.25","3,239.41"
7/24/2020,"3,218.58","3,227.26","3,200.05","3,215.63"
7/23/2020,"3,271.64","3,279.99","3,222.66","3,235.66"
7/22/2020,"3,254.86","3,279.32","3,253.10","3,276.02"
7/21/2020,"3,268.52","3,277.29","3,247.77","3,257.30"
7/20/2020,"3,224.29","3,258.61","3,215.16","3,251.84"
7/17/2020,"3,224.21","3,233.52","3,205.65","3,224.73"
7/16/2020,"3,208.36","3,220.39","3,198.59","3,215.57"
7/15/2020,"3,225.98","3,238.28","3,200.76","3,226.56"
7/14/2020,"3,141.11","3,200.95","3,127.66","3,197.52"
7/13/2020,"3,205.08","3,235.32","3,149.43","3,155.22"
7/10/2020,"3,152.47","3,186.82","3,136.22","3,185.04"
7/9/2020,"3,176.17","3,179.78","3,115.70","3,152.05"
7/8/2020,"3,153.07","3,171.80","3,136.53","3,169.94"
7/7/2020,"3,166.44","3,184.15","3,142.93","3,145.32"
7/6/2020,"3,155.29","3,182.59","3,155.29","3,179.72"
7/2/2020,"3,143.64","3,165.81","3,124.52","3,130.01"
7/1/2020,"3,105.92","3,128.44","3,101.17","3,115.86"
6/30/2020,"3,050.20","3,111.51","3,047.83","3,100.29"
6/29/2020,"3,018.59","3,053.89","2,999.74","3,053.24"
6/26/2020,"3,073.20","3,073.73","3,004.63","3,009.05"
6/25/2020,"3,046.60","3,086.25","3,024.01","3,083.76"
6/24/2020,"3,114.40","3,115.01","3,032.13","3,050.33"
6/23/2020,"3,138.70","3,154.90","3,127.12","3,131.29"
6/22/2020,"3,094.42","3,120.92","3,079.39","3,117.86"
6/19/2020,"3,140.29","3,155.53","3,083.11","3,097.74"
6/18/2020,"3,101.64","3,120.00","3,093.51","3,115.34"
6/17/2020,"3,136.13","3,141.16","3,108.03","3,113.49"
6/16/2020,"3,131.00","3,153.45","3,076.06","3,124.74"
6/15/2020,"2,993.76","3,079.76","2,965.66","3,066.59"
6/12/2020,"3,071.04","3,088.42","2,984.47","3,041.31"
6/11/2020,"3,123.53","3,123.53","2,999.49","3,002.10"
6/10/2020,"3,213.42","3,223.27","3,181.49","3,190.14"
6/9/2020,"3,213.32","3,222.71","3,193.11","3,207.18"
6/8/2020,"3,199.92","3,233.13","3,196.00","3,232.39"
6/5/2020,"3,163.84","3,211.72","3,163.84","3,193.93"
6/4/2020,"3,111.56","3,128.91","3,090.41","3,112.35"
6/3/2020,"3,098.90","3,130.94","3,098.90","3,122.87"
6/2/2020,"3,064.78","3,081.07","3,051.64","3,080.82"
6/1/2020,"3,038.78","3,062.18","3,031.54","3,055.73"
5/29/2020,"3,025.17","3,049.17","2,998.61","3,044.31"
5/28/2020,"3,046.61","3,068.67","3,023.40","3,029.73"
5/27/2020,"3,015.65","3,036.25","2,969.75","3,036.13"
5/26/2020,"3,004.08","3,021.72","2,988.17","2,991.77"
5/22/2020,"2,948.05","2,956.76","2,933.59","2,955.45"
5/21/2020,"2,969.95","2,978.50","2,938.57","2,948.51"
5/20/2020,"2,953.63","2,980.29","2,953.63","2,971.61"
5/19/2020,"2,948.59","2,964.21","2,922.35","2,922.94"
5/18/2020,"2,913.86","2,968.09","2,913.86","2,953.91"
5/15/2020,"2,829.95","2,865.01","2,816.78","2,863.70"
5/14/2020,"2,794.54","2,852.80","2,766.64","2,852.50"
5/13/2020,"2,865.86","2,874.14","2,793.15","2,820.00"
5/12/2020,"2,939.50","2,945.82","2,869.59","2,870.12"
5/11/2020,"2,915.46","2,944.25","2,903.44","2,930.32"
5/8/2020,"2,908.83","2,932.16","2,902.88","2,929.80"
5/7/2020,"2,878.26","2,901.92","2,876.48","2,881.19"
5/6/2020,"2,883.14","2,891.11","2,847.65","2,848.42"
5/5/2020,"2,868.88","2,898.23","2,863.55","2,868.44"
5/4/2020,"2,815.01","2,844.24","2,797.85","2,842.74"
5/1/2020,"2,869.09","2,869.09","2,821.61","2,830.71"
4/30/2020,"2,930.91","2,930.91","2,892.47","2,912.43"
4/29/2020,"2,918.46","2,954.86","2,912.16","2,939.51"
4/28/2020,"2,909.96","2,921.15","2,860.71","2,863.39"
4/27/2020,"2,854.65","2,887.72","2,852.89","2,878.48"
4/24/2020,"2,812.64","2,842.71","2,791.76","2,836.74"
4/23/2020,"2,810.42","2,844.90","2,794.26","2,797.80"
4/22/2020,"2,787.89","2,815.10","2,775.95","2,799.31"
4/21/2020,"2,784.81","2,785.54","2,727.10","2,736.56"
4/20/2020,"2,845.62","2,868.98","2,820.43","2,823.16"
4/17/2020,"2,842.43","2,879.22","2,830.88","2,874.56"
4/16/2020,"2,799.34","2,806.51","2,764.32","2,799.55"
4/15/2020,"2,795.64","2,801.88","2,761.54","2,783.36"
4/14/2020,"2,805.10","2,851.85","2,805.10","2,846.06"
4/13/2020,"2,782.46","2,782.46","2,721.17","2,761.63"
4/9/2020,"2,776.99","2,818.57","2,762.36","2,789.82"
4/8/2020,"2,685.00","2,760.75","2,663.30","2,749.98"
4/7/2020,"2,738.65","2,756.89","2,657.67","2,659.41"
4/6/2020,"2,578.28","2,676.85","2,574.57","2,663.68"
4/3/2020,"2,514.92","2,538.18","2,459.96","2,488.65"
4/2/2020,"2,458.54","2,533.22","2,455.79","2,526.90"
4/1/2020,"2,498.08","2,522.75","2,447.49","2,470.50"
3/31/2020,"2,614.69","2,641.39","2,571.15","2,584.59"
3/30/2020,"2,558.98","2,631.80","2,545.28","2,626.65"
3/27/2020,"2,555.87","2,615.91","2,520.02","2,541.47"
3/26/2020,"2,501.29","2,637.01","2,500.72","2,630.07"
3/25/2020,"2,457.77","2,571.42","2,407.53","2,475.56"
3/24/2020,"2,344.44","2,449.71","2,344.44","2,447.33"
3/23/2020,"2,290.71","2,300.73","2,191.86","2,237.40"
3/20/2020,"2,431.94","2,453.01","2,295.56","2,304.92"
3/19/2020,"2,393.48","2,466.97","2,319.78","2,409.39"
3/18/2020,"2,436.50","2,453.57","2,280.52","2,398.10"
3/17/2020,"2,425.66","2,553.93","2,367.04","2,529.19"
3/16/2020,"2,508.59","2,562.98","2,380.94","2,386.13"
3/13/2020,"2,569.99","2,711.33","2,492.37","2,711.02"
3/12/2020,"2,630.86","2,660.95","2,478.86","2,480.64"
3/11/2020,"2,825.60","2,825.60","2,707.22","2,741.38"
3/10/2020,"2,813.48","2,882.59","2,734.00","2,882.23"
3/9/2020,"2,863.89","2,863.89","2,734.43","2,746.56"
3/6/2020,"2,954.20","2,985.93","2,901.54","2,972.37"
3/5/2020,"3,075.70","3,083.04","2,999.83","3,023.94"
3/4/2020,"3,045.75","3,130.97","3,034.38","3,130.12"
3/3/2020,"3,096.46","3,136.72","2,976.63","3,003.37"
3/2/2020,"2,974.28","3,090.96","2,945.19","3,090.23"
2/28/2020,"2,916.90","2,959.72","2,855.84","2,954.22"
2/27/2020,"3,062.54","3,097.07","2,977.39","2,978.76"
2/26/2020,"3,139.90","3,182.51","3,108.99","3,116.39"
2/25/2020,"3,238.94","3,246.99","3,118.77","3,128.21"
2/24/2020,"3,257.61","3,259.81","3,214.65","3,225.89"
